text,label
وأنت الصادق قناة الخنزيره,1
#بايع_الكليجا<LF>توني اكتشف ان البنات عادي يبيعون شرفهم ويرخصون من نفسهم عشان واحد مز 😷😷,1
والحشا عقلاتك متل الصباط كل يوم بدو دعس بالاجر,1
استاذ محمد لك كل الشكر علي ردودك الوافيه علي هذا الخروف الإخواني لكن دول مابيفهاموش حاجه مخهم ممسوح ومتخلفين عقليا ماتتعب نفسك معاهم وتوجع دماغك واحد ماعاشي في مصر ولا يعرف قيمتها وعمال يجادل بجهل وخلاص,1
اناسئلتك ماسبيتك وقلت لك فهمي على قدي رديت عاي ابن قحبه وابن حرام بهذا الرد عرفت انك خنيث ابن متعه,1
يا ريتن كسّروكي,1
أنا ما أشتركت باليورو لأنه أنصب شركة بالعالم على اللي عملته,0
هل تعلم ان المسيحين بيخلفوا عيال متخلفه ربنا بيبليهم علشان كفرهم احسن,0
و لا انهزام و لا انكسار .. و لا خوف ولاااا و حلم نابت في الخلا,0
والله مدري بس الله يلعن كورونا,1
عينات عايد واجد ومتعودين نشوفهم لكن<LF> المصيبه رئيس الهيئه يوافقه الرأي ؟!<LF>وش خليت لنصراوي احمق من ردك هذا👎🏻,1
دخلك معقولي النص اللسان اللي عندك بيخطب افضل,1
غير مناسب الرد بهاي الطريقة يا............ جمهورية الموز ضابيتك ولميتك اسمها المملكة الأردنية الهاشمية الرجاء عدم الغلط بالاسم لطفا وكل عام وانتم بخير,0
بل يزيدون نحن في العراق نعرفهم اكثر وكان عندنا يهود تم تهجيرهم العجمي المجوسي الرافضي اقذر واخبث من اليهودي هذا من اهل الكتاب وهذا مشرك نجس twitter.com/anasaldogheim/…,1
لا سلطةً في الحُبِّ .. تعلو سُلْطتي فالرأيُ رأيي .. والخيارُ خياري,1
بلنتي لبرشلونة لم يحتسب ... واخيرا ذاق من نفس الكاس اللي ذاقه منافسيه,0
بس هاظ العرق مالهوش امان بالمرة ... يعني مرات بيخذلك ... اكثر من هيك شغل فيه ما ضل عندي قرفت حالي وانا اشتغل فيه,1
كمية البني ادمين اللي لازم اكتبلهم ع الدفتر,0
ههههههههههههه جايه تشرب كولاجين,1
المال ي ابن حنيف ملعون ابو المال ذل العزيز وعز ناس ذليله,1
"""اللهُم اجبر خاطري جبرًا أنت وليّه، فإنه لايعجزك شيئً في الأرض ولا في السماء ، ربي أشرح صدري وأرح قلبي وأزح من قلبي كل خوف يسكنني وكل ضعف يكسرني وكل أمر يبكيني ، ولا تفجعني في مستقبلي ولا في نفسي ولا في باقيّ أهلي ولا تُعسر أمري وأفتح لي أبوابي المغلقه.""""""",0
ثلثين قرش عالحصه,0
المقطع يقههههههر سواء كانوا منقبات والا كاشفات عيب والله اعطوا الموضوع اكبر من حجمه قلة حياء😷,1
انتبه من كلامك احسنلك لانك بدات تغلط,0
“ سأتحدث بعد قليل على مسحو فيك الارض يا ممسحة .. ياريتك ما طلعت,0
انداري شو اسوي,1
والله الرجاله دايما هما سبب أي مشكله ممكن تحصل وبيخانقوا دبان وشهم وبيتلككوا وخلقهم بقى ضيق أوي وفي نفس الوقت عايزين البنات هما اللي استحملوا طب ازاي,0
انا بحب الاكل بطريقه ممكن اموت بسببه و بالتحديد الاكل الخليجى طعمه بيبقى حلو اوى,0
التصوير سيء لدرجة انو كل شوتة بتبين جول,1
و انا كمان بكرهم ...صاحبات حقودات,1
أعجب العجب أن يبقى الإعلام يسميهم الدولة الإسلامية على الأقل لنقل ما يسمى بين قوسين الدولة الإسلامية و ذلك أضعف الإيمان,0
لطفي قليل أدب,0
لا يمني مع داعش,1
الحمد لله حمد الشاكرين وااصﻻه والسﻻم على اشرف المرسلين نبينا محمد,0
هو احنا مش قولنالك اسكت وبطل تهتهه يخربيتك ياكلب,0
انا شو اللي ضربني على عقلي وخلاني أأجّل الاناتومي لصيفي خامسة,0
والله انا لسه بمعركة مع الرشح من هداك اليوم.. ما ضل غير اشرب كاز.,1
الرايات الزرقاء ظهرت ورفعت سبقها ظهور الرايات السوداء ورايات داعش والخوارج .أزفة الآزفة. The Great Reset Will Began Soon .,0
يافعي اتصل ويسأل زوجته للبلاد : قال : شي وصل عندكم كورونا؟ قالت: لا مع من كديته؟ هههههههههه 😂😂 🤣🤣🤣🤣,0
العقلاء يطعنون بالانتخابات قضائيا بعد فرز الأصوات واعلان النتائج الا مستر ترامب يطعن بها خلال الفرز وقبل اعلان النتائج لتبرير فشله,0
سو خلي عندك شخصية اند بلوك مي,0
بيكفي كذب اهلك عايشين عمرهم بين يلي عم بتقولي عم بهددوها وأنت من يوم يومك تافهة وما سمعنا حدا قرب صوبهم. استحي ع حالك,1
أنا لستُ فرصهَ ثانيه وﻻ خطه إحتياطيه ، لـ ذلك لا تُبادلني إهتمامك عند الملل !!,0
أعيذهم بك يا رب من كل بأس ، و أعوذ بك فجيعة فقدهم والغربة عن روحهم..,0
صباح الخير صباح سرقة المشمش,1
أنا بسافر تبع الشغل كتير في مرة سافرت الكويت كان عندي مؤتمر هناك اتعرفت على كوايتة كتير اوي وخلوني آخد بالي إن الشخص كويتي ده شخص قلبه أبيض جدا وطيب جدا ما يطلعش منه غير كل خير,0
الشيخ سلطان و ثامر العدوان لازم يضلوا يتفو ع حالهم سنة بلياليها,1
""" ودى نتيجة خلط المخدرات الوطنية الى بيبثها الاعلام مع قصص نبيل فاروق المخابراتية """,0
الله يبارك فيك تسلم. ..بس انا مش دائماً بسرق واي فاي بس للضروره ههههه,1
هههههههههههه اظن عمرك ماتعدا 12هههههههههه جاهل ماتعر تهرج حنا ديرنا من بحر للبحر ياخبل واتنم قرود الطايف😂😂😂👞,1
شايف كيف طباخة انا وهو المطلوب اصلا قوم سويلك سندوشة ع قلبك,1
استبشر خيراً سيأتيك أجمل مما تتخيل لأن ربك لا ينساك ابداً . صباح الخير.... بتوقيتي,0
هالمعيار اللي صار مية سنه بنسمعه درس على ضو الشمعه وفانوس الزيت,0
اللوم علي زايد العقل وناقص الخبث وطارح النيه,0
ياقلبي وين وين رايح وين كلا كذبه لحكايه,0
أخ جاسم <LF>اولا كلمة غير كويتي كلمه مطاطية ويقصد فيها التلاعب السياسي والجميع يعلم أن الحكومة تماطل من ٦٠ سنة في قضية البدون ..<LF>ثانيا انا ما طلبت بتعليقك علي رائي علشان تطلب سكوتي <LF>انت يا تعلق مثل الناس ولا سكر بوزك 😡<LF>تحياتي لك 🖐,0
لا تنسى ان هذا الوهاب عنصري وحاقد وخادم أمين لمحور الشر الصفوي بلبنان,1
مصدر عسكري مقتل وإصابة 10 عناصر من قطعان المنظومة الإجرامية بمحاولة تقدم صدتها فاشلة على محور البارة بريف إدلب الجنوبي,1
رحم الله السلطان قابوس بن سعيد...كان مصفي راسه هو وبلده من العرب ومشاكلها وطوابقها واله بحاله,0
كمان DM = block مع اني بكره هاي القصص بس غصب عني,0
العرصات حاطين كل المباريات بنفس الوقت مش بس نفس اليوم,1
بهدد باللجوء للقضاء صراحه كل الشعب خاف فبطل يكتب ب كله خاف هرب ع,0
وانت مالك اصلا عالم حشريه صحيح,0
مقتل المولازم عديم الشرف مجد أحمد غانم قتل في ريف أدلب القتيل من الحاطرية / جوبة النصارى,1
امتحان ال ٨ .. كفر,0
لو طالت مشاوير الطريق المظلم المهجور أنا لا من ذكرتك قلت طوّلـي يا مشاويـري مساعد الرشيدي,0
تشكيلة واسعة ومميزة من مضخات المياه لمختلف الاستخدامات,0
حسبي الله ونعم الوكيل فيه بس..,0
اهلًا بيكي تشرفت,1
منظمة الصحة العالمية توصي مشجعين برشلونة الحجر المنزلي لمدة 14 يوما للتعايش مع الهزيمه.,0
اول قرار تاخذه في سبيل تحسين جودة الحياة، هو إلغاء العشم في كل شيء.,0
اعتقظ أنه المفتي الوحيد الذي لا يخاف في الحق لومة لائم . اللهم اكثر من أمثاله,0
الكفاتسه يقعدوا يقولوالك الاب و الابن والروح القدوس ملاحده جزاءهم في الاخر جهنم,0
يتبع االذين يعتدون كتاب حطب جهنم,1
يا يهودي يا كلب ابن وسخه و عدو الاسلام و المسلمين إنت محتاج تترجم بدينك الخره ده,0
مشكلة انك تقعد مع شخص لا انت قادر تفتح موضوع ولا هو يشجعك تفتح موضوع,0
حاليا الكل بروح يشرب مي دقارة، بمين ما بعرف ازمة عالكولرات,1
لا طبعا مش صح,0
"فرانسيس يحث على حل ""المأساة الإنسانية"" بالعراق وسوريا",1
“ رحم الله شهداء الوطن ، فازوا بشرف الشهادة في بيت الله .. اللهم احفظ وطننا وأدم علينا أمننا”,0
هذه اللقطة اثرت فيي كثيرا ، حقيقةً زوجته انسانة عظيمة وتحملت الكثير لاجله .. تستحق الاحترام,0
يا سلام علي التدين ارحمني يارب من الاشكال المتخلفه دي,0
5 إصابات اسرائيلية ... اصابات *هلع* !!! المضحك المبكي!! ... اي وقفوا القتل بس نتحد ونحب بعض بنقاوم كلنا :/,0
اطلاق صواريخ بهذا الشكل و ان كان باتجاه اسرائيل خاطئ ، بالتالي اسرائيل سترد و تضرب غزه بأبريائها ، انا مع اقل خسائر,0
""" لا تنامي جايبتلك معي صحن ورق عنب "" - الله يكتر هدول الناس بحياتي",0
صحيح ما في اي شك بس الدروز كلاب و خونة,1
اشاره ايه اللي انا كسرتها دي لما تتعلمي تسوقي تبقي تكلميني اسكتي شويه بقي,0
جوزك ده خول ولو عترت فيه هفشخه,0
شو القصة اليوم ؟!!!,0
الله يجبر بخاطرك يا هبة بعد الحماصنة ما رح تلاقوا يا جماعة فحافظوا علينا,0
فعرفتها و عرفت نشأة أمة ضربت على شرف فطابت مضربا يا حبيبتي يا اردن,1
كفو السلطية ما تقصري والله,1
جزمه الرقاصات غاليه جدآ عند المصريين الظاهر ان الرقاصات عندكم من عليه القوم ، شعب ديوث بالفطره,1
الله يرحمها فعلاً أصبح صوت الحق جريمة تُعاقب بالموت,1
جد انا تعرفت ع واحد ب المدينة المنورة و كثير كان كويس ......و ايران ك بلد كثير كثير حلوه,0
اني اخترتك يا وطني حبا وطواعية اني اخترتك ياوطني سرا وعلانية اني اخترتك فليشهد لي زمني ياوطني الرائع ياوطني بحبك سورية,1
المعامله مع بنات اليومين دول لازم تبقى شديده جدا ومافيهاش أي نوع من أنواع اللين عشان هما معدش ينفع معاهم في الشغل ده,0
مستشفيات متأهبة، اطقم طبية منضبطة و مستعدة، شباب مسؤول و اعمال خيرية منتشرة، تضامن شعبي، نقص الالفاظ البذيئة، مساواة بين الفقراء و الاغنياء، لا اختلاط لا تقبيل لا مصافحة....... #كورونا ما جاءت لتقتل جاءت لتربي لتنظف لتطهر الأرض خذو العبرة ♥️👌,0
ملل شديد وعلي شغلات اعملها.. صحصحي..!,0
يا ريت حركة أمل وبري بردوا عا كلاب المستقبل أمثال القرد علوش وغيره اد ربع ربع ما بردوا عا جميل السيد,1
من زيقدر. يسيطر علا. قراراته. فعليه. البحث. عن. المال. للوسيله ليس. غايه,1
انتي هتتبلي عليا انا ناقص,0
يا حماره قال لا نؤيد كمان ما بتفهمي الكلام السيد اخر همه إذا فل سعد أو ضل يقبرني ربه حامي شعبه بحمي الرحمن,1
صورة من تصميمي لروح ابن الاردن الشهيد الله يرحمك يا اخونا ولعنة الله على داعش…,1
#كمان_سدّي_بوذك,1
شمس الدين متخلق,0
السهر يسوي فيني جذي,1
مقتل النقيب علي أحمد حمو قتل في معارك ريف حلب القتيل من حماة / عين الكروم / قرية العبر,1
شو سويت بالأجازة لا سلامة خيرك كنا تنأكد من لون الفسطان انا و الشباب,1
السودان كانوا بيجوا مصر يبوسوا رجلينا عشان نشغلهم,0
عالمي من بعدك ابو الزعارير,0
مصاب كورونا لا حد يقرب,0
توانسا كلاب جيعانين شواذ وعواهر,1
صباح الخير ول.عن الله الاحتلال وعباس والأسد ومن والاهم,0
لا ي حجة المسلسل كله غلط والمجتمع الاردني مش 60 % بالمية هيك يمكن 10% هضول بكونو شاذين عن المجتمع مسلس قليل حيا هاي نظرتي للمسلسل.,0
للدرجة ديا تغيب عليا وتهون عليك دمعة عنيّا,0
دي تبقي خالتك ياروح امك,0
هل شارفت على الوصول إلى نفس سوية؟,1
ﻣﻦ ﺍﻟﻄﺒﻴﻌﻲ ﺃﻥ تكون ﺍﻟﺴﻔﻴﻨﺔ ﻓﻲ ﺍﻟﻤﺎﺀ ﻟﻜﻦ ﻣﻦ ﺍﻟﺨﻄﺮ الشديد ﺃﻥ يكون ﺍﻟﻤﺎﺀ ﻓﻲ ﺍﻟﺴﻔﻴﻨﺔ ﻓﻜﻦ ﺃﻧﺖ ﻓﻲ ﻗﻠﺐ ﺍﻟﺪﻧﻴﺎ ﻭﻻ ﺗﺠﻌﻞ ﺍﻟﺪﻧﻴﺎ ﻓﻲ ﻗﻠﺒﻚ .,1
خيتو صار وقت الصلاه وتسذا تشرفنا فيكم,1
"عز الله أن الوقت ماهوب مضمون فيه الخطوره من جميع النواحي تبطي عن الصاحي و تلقاه مجنون وتبطي عن "" المجنون "" تلقاه صاحي",0
فوريفربمجلة اخبارالغرف التجاريه الدوليه,0
من عجائب الدنيا ان ترى غني يسرق وفقير يتصدق !,0
بس ولي انضبي بقا عمرك شفتي قواتجي بيفهم,1
"لما البنت عالسناب شات تحلل للشب يشوف شعرها وهي عالواقع محجبه ,, هكذا يتطور الدين مع التكنولوجيا ؟؟",0
يا فاسدة روحي شوفو زوجك الناصب تفوو يا بلا شرف,1
يا اخي قبل داعش والاخوان لم يكةن وضعنا نحن العرب على مايرام .واذا داعش والإخوان تعبث بامتنا فتبا اهكذا امه تهزها كل الرياح,1
هههههههههه مسافة السچه حرر ام المعارك يا ولد,0
الإسلام حرب على الكفر و على الإلحاد و على الشرك؟ هل هذه ليست حرب دينية و إرهاب؟ twitter.com/ajmubasher/sta…,1
مشتاق ل أهلي,0
نصيحہ مهمہ للبنات..<LF>.<LF>اذا جيتي تتصورين ..!<LF>.<LF>وودك تسوي فمك مثل السمكة.<LF>.<LF>قولي: :: فوووووووووول😯 🐸<LF>.<LF>مو اللحين ياخبله😃 اذا جيتي تتصورين.😜✌️😂,1
هل تعلم انه تم طرح موضوع الوقفات في الشارع الأردني و خصوصا في الجامعات على مجلس الأمن الصهيوني لمناقشتها !! لا تقلل من قيمة اي عمل او تحرك !,1
ياعمري عنيّد ويحفظج ويخليج,0
يابني بطل كسم كدب ده انت لو بتتناك مش هتكدب كده,0
مو حكينا في القصه هذه وقتلك لا,0
مقتل المولازم غيث محمود محمد قتل في معارك ريف ادلب القتيل من طرطوس / صافيتا / قرية بيت عمران / زينة,1
عكرتو مزاجنا بذا التاق π_π,0
تعالي المنصورة وشوفي السوريين بيتسولوا في الشوارع السوري الزبالة اللي ساب الدواعش ينكحوا شرفه وهرب وجاي مصر يعمل شاورما شعب عرر,1
������ شي بيقهر ما هيك. يا فاشلة يا ديما,1
""" مخاوف بشأن طلب أوباما تفويضا لقتال """,0
مستقبلي العزيز ، انا فكرت فيك بما فيه الكفاية .،، خلاص عاد اعتمد على نفسك 🙂🏃🏻‍♀️💩,0
يبني ماهو مش هتبقى بضين وغبي,0
السلطيات ع العين و الراس,1
انت يا واطيه بلا مقترحاتك الحقوده صهيونيه حقيره,1
الحمد لله مرتاااحة,0
البحر الابيض المتوسط صار مقبرة للاجئين العرب,0
لبنان ليسة بلد للطم ...لبنان بلد السنه والمسيحين والقلة القلة من الشيعة LINK,1
انا بكره الناس البتتكلم عن الخاليجة بطريقة وحشة الخاليجة ناس زينا عادى معملوش حاجة غلط,0
اليوم ذكرى رحيل الشيخ أحمد ديدات. رحمه الله.,0
هذولا اللي بيخلوني أغيّره غصب😠,0
متضحكوش علي نفسكو بس وتقولو ان اللي انتو لابسينه ده حجاب عشان ده مالوش اي علاقه بالحجاب والبنات بتستهبل,0
انت كلبة وبتسوي صرماية يا عاهرة يا حيوانة,1
عيب علي دقنك دي تشتم الشتايم دي,0
نصادف ناس في الدنيا ونتئثر في بعض ونتباشر ونتفائل وتجدد الامل فينا وتتقارب قلوب الناس مهما تختلف الاجناس °°°°°,0
الإمارات منعت التونسيات دخولها عشان تمنع دخول العاهرات لممارسة الدعاره وقريبا حتمنع القذاءريات دخولها عشان تنظف البلد الوساخه,1
RT ان شاء لله نجلد صغار جده الطحالب روائح البيارات 😂🐸🐸🐸🐸🐸🐸🐸🐸🐸,1
#كاظم_الساهر_في_السعوديه لعنة ألله علية وعلى من جابة الشيعي القذر,1
المغاربة يكرهون شاربي بول البعير,1
بقولك ايه انتي شكلك بتاعت مشاكل وهتقرفيني معاكي فخديها من قصيرها احسن وانزلي هنا وشوفيلك حد غيري بدل ما نعمل مشاكل مع بعض,0
اسمى الله يسعدك كلك زوق دائما تشرفت فيكي و بمعرفتك,1
تحسهم من الكفاتسه كدا حته شكلهم غريب وملزق اعوذ بالله لازم بيتحرقو,0
الله يلعن كورونا اللي منعني م أشوفها. LINK,1
بتسويييها والله ، المولات مش ملحقة عليكي,1
٠ ٠ ٠ انتي وحشتي قلبي الحاني وشوفي عيوني دامها أعذب لـو افترضنا : يكذب لساني عيوني الـثنتين .. ما…,0
قصدي عمرك 14 وتلبسي في كعب ! كنك انتي,0
لو بتظرط فص بالغلط! ممكن يحولوا الشغلة سياسة أو ثقافية!!!,1
ذكرت لك صفتهم فوق ويخسون لا هم ولا غيرهم أدافع عن خنازير ، ولهذا السبب امنع محارمي من…,1
ايه كلام الكفار ده انت ناقص كفتس ولا إيه,0
RT سخافة كيف يفتحونه للاجانب قبل سكان الامارات؟ منو بيحضر الحفلة يعني 🙂🙂 هم اولى عننا؟؟؟!! 😤 URL,1
الرجاله خلاص دماغهم تعبت ومابقوش عارفين يفكروا صح ما ينفعش القرارات تبقى في إيديهم كده هيودوا نفسهم في داهيه أكتر ما هما رايحين في داهيه أصلا,0
قصة دي ماريا بإختصار,0
4 ما بعرفك كتير بس دائماً بقرأ تويتاتك حلوين,0
انوبة علينا الزلزال 😂 حمدلله والشكر ظلت بس هاي عايزة اخواني الملحدين اتقوا الله واستغفروه 😪,1
بقلك بالزمنات في سايق باص شطب الباص و كل ركّابه فاتوا الإنعاش المهم بلا طولة السيرة، سايق الباص حل الموظوع بصدر منسف بالمظافة، و الكنترول شهد معه إنه مظلوم و إنه الباص ما فيه مصادر تقدر تخليهم يسوقوا الباص زي البشر,0
نحن الشعب الفلسطيني خلقنا لندافع عن شرف الامه فهذا قدرنا وشرف لنا ان ندافع عن المقدسات الاسلاميه وانتي خرجتي عن معني الايه,1
مع الاسف صدقتوا كذبة الشرعية والحكم الحوثي الايراني حنى يمزقون اليمن ويدمروها بامر اليهود,1
جتكم القرف ناس زباله,0
ما حدا بعرف قسوة الحرب، الا الي كان عايش فيها.,0
شربت مي وميادة خواتي هههههههه,1
بس عامل ايه في الحر بتاع مصر بيقولوا عليكو انتو الاسيوين بتموتو لما تتعرضوا للشمس,0
النظام المصري نظام سبق وفاق اليهود في انتهاك حقوق البنات والمسلمات.. نظام ستكون نهايته سوداويه وتاريخه أسودا.. #سميه_ماهر_فين,1
كتر القلق والتوتر ده بيضر القلب والكبد,0
الله لا يسعد صباحك ولا يخليكي,1
اهااا الدراما السورية زماان كانت احلى,1
ليبي رخيص بلد المليون نص حلاق فرنسا تنيك دعم الليبيين اخذتم الاستقلال,1
عروسه جنه بلا خره دي يهوديه كافره مسيرها تموت وتتحرق في النار,0
اليوم زباله ويقرف من اوله و شكلك جي تكمل عليه,0
يا رجل هاي زي يلي بده يجيب قولين باخر 5 دقايق و هو بلعب 9 لاعبين ...خلينا عالسهلات احسن...,0
قذر الله فعل الله ماشاء الحمد لله انه المباراه اجت بشهر ٨ وما اجت بشهر ١٢,0
اسرائيل نووي بقلبك عشان ضرب ايران ايران النووي كمان عشان تضرب اسرائيل على الجهتين شغال لانك كل بتسواش,0
اسلام شر مطلق ياكافر اقنع نفسك المحترقة الذليلة مثلا العلمانية أنجبت المخنثين أمثالك الخير المطلق تونس متقدمة تعيش رحمة دولة متخلفة الجزائر وتترجى سياحها وتتسول غازها وكهربائها وشعبها يعيش الويل فقر وتخلف أسيئ التونسيين الشرفاء الكلام ماقلته ينطبق شعبي الشعوب المسلمة تحسبون التقدم التخنث والسحاق واللواط والإباحة والخيانة وبيع العرض والشرف والدياثة وعبادة استعمرك وجعلك كلبا ووووو تقدم قرف ونذالة وعهر ظهرتم والحضارة الإسلامية القائمة الإسلام لعام شهد تلحس أقدامهم بالخير والتطور والتحضر تعيش الحضيض حشرات بإبراز الغرب,1
"وسقطَتْ ... قلعَةُ أحلامِي ،. فَـ شكْراً لذاكَ .. الذِي بقَدْرِ ما أضحكَنِي , أبكاني ,,,",1
لاا انت الي سرقتها مني,1
المسيحين اما عاملين هبل ياما هما اغبيه وفي الحالتين مصيرهم في الآخره النار حتف,0
مخاوف انتابتهم بعد سيطرة على السلطة آخر العائلات تغادر,1
العناية الإلهية تحول دون سقوط حافلة من اعلی جسر عبدون ..,1
سوريا زمان كانت حاجه ودلوقتي حاجه تانيه خالص وكل ده بسبب بشار الأسد بس أكيد هيجي يوم وسوريا هترجع زي الأول وأحسن,0
مالك سايق الهبل علينا ليه ياجدع انت,0
ربي يرحمها ويتجاوز عنها ويجعلها من اهل الجنه يارب,0
انت لو قابل علي نفسك الكلام ده تبقي شخص مش مظبوط ومتعرفش يعني ايه احترام ولا تربيه,0
بالرّغم من الحُب الكثيف الذي أحملهُ في روحي إلا أنني في النهاية لا أهاب خسارة أي شيء ، لأنني أفهم جيدًا أنني لا أُفلت شيئًا من يدي قبل أن أُهدر في سبيله قلقي وكامل شعوري وحشدٌ غزير من محاولات الحفاظ والبقاء ؛لذا فإن كل ما يتسرّب منّي لا يملك مهارة العودة او استرجاع شغفي الأول به,0
عنا ما في مشكله حكومتنا حكومة تنفيعات,0
خلاص حاسه ان مفيش فايده,0
على هاي الهزه حتى الملحدين كاموو يكبرون 😂😂😂😂😂😂 #ابن_المنصور,1
لا تنتظروا سقوط غزة فـ غزة لا تهوي إلا سجوداً لله اللهم انصر رجال المقاومة بـ غزة,0
إنتقل إلى رحمة الله تعالى الدكتور الصيدلي ( نزار وليد قازان ) من بلدة الصريح الذي قتل مساء امس غدراً بخمس رصاصات بقد مطاردة مجهولين له اثناء ذهابه لعمله في العاصمة,0
انشف كده يالبناني ياشاذ بدل منوريك بنعمل ايه في الشواس هن,0
""" : نبحثُ عن وهي موجوده على رَف مهجور، في كتاب مُنَزِل من سابع سماء""",0
اعوذ بالله الشيطان الرجيم ربي يسترنا ويعافينا يحرقهم ويذلهم ذالهم ومفقرهم ومجوعهم كلاب المسيحين يحترمون المسلمين ولايفطرون امامهم ياكلاب يايهود تجاهرون بالمعصية وتأكلون رمضان الكريم ابتلانا بجار عاصي ومذنب ومرتد,1
طيب قلتلك انا ضد فكرة فاينل اونلاين,0
التفكير يقتل صاحبه ..!,0
فلسطيني كلب وخاين مثل اليمني,1
هاي الطالعه تغرد بدها darling بتقولي صحيني من الداخل هاي بسويها مع مرتي,1
الصحة بغزة: تسجيل 215 إصابة جديدة بفايروس كورونا في قطاع غزة، خلال ال24 ساعة الأخيرة.,0
امقت الشوام الله يمحيهم,1
نفسي مرة وحدة أفتح youtube وما ينشل الموبيل .,0
""" النقاش مع الجهلاء كالرسم على الماء مهما أبدعت لن يحدث شي !""",0
يا علماني ياكافر ياعدو الحكومة,1
"“يارب اللي يسوي للمعوذات يفرحه ويفرج همه ""”",1
هذي مشكلة عائلية ولا لغز -,0
ارحمنا بقي ياعم بطلو بضان,0
خطوات سهلة لمناكير Incoco عالية الجودة. جافة و بتضل إلى ١٤ يوم و طبعا لأنها مناكير بتمسحيها…,0
الستات دول مش المفروض حتى يفكروا هما يطبخوا وخلاص,0
مستعرف بلي راجل فلذالك يلزمنا نشرلو مستلزمات النساء رابي يحفضك تونس فكر مطرف شعب وسطي,0
وإن كان في حاجة احنا خسرناها، هنعوض في الجايات. لسه فـعمرنا حكايات .. هنسيب فرحتنا لمين ؟,0
فوضى و شعب فوضوي,1
ياخي ما عمري بكيت على مقطع أسمه المقطع الذي أبكى الملايين يا انهم كذابين ولا أنا ماعندي إحساس,0
كيف فلسطيني و دائما يسب الفلسطينيين !!,0
انا ما بحب حدا ولا بكره حدا.. مركز المشاعر عندي مش موجود..,0
ما فى شركات كتير بتعمل لحم خنازير وتك…,0
ذولا من كثر ما عاشروا اليهود صاروا مثلهم الفلسطيني أكثر جنسيةعربية ما ينفع معهم الجميل LINK,1
ياعم وين هو وين النجوميه 😂😂 الله يتقبل منه ،،وهذا والله مو لاعب الا عامل مع السباك ريبوف والله يعيروا الزين ويجيبوا هذا 😤,1
رجلي اتكسرت دي اخره لعب الكوره,0
اغيثو اهلكم سورين في الاردن من برد الثلج,1
عيش متبلد الاحساس مهما عظمت المصيبه,0
ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم #كاس_العالم_حيوحشنا_٩,1
"""اذا أردت السكينة الجأ إلى قلبك.. واذا أردت الهدوء والتأمل فالجأ إلى روحك.. """,1
نفسي حد يروح يقول للبنات في وشهم إن هما كلهم شمال وشراميط,0
اللهم صلي و سلم و بارك على اشرف الخلق سيدنا محمد صلى الله عليه و سلم,1
“ لا زلتُ على إيماني بأنّ الذي يحبك لا يتركك حتى لو توفرت كل أسباب الرحيل ..”,0
هل ستقوم للعرب والمسلمين قائمة مره اخرة لا اعتقد نجحو في تدمير الاسلام والوطن العربي,0
البنات دلوقتي مبقاش عندهم أسهل من كلمة طلقني وتقوم سايبه البيت وماشيه لكن تبقى عقله كده وتقعد تحاول تحل مشاكل البيت لأ إزاي عشان كده بنقول ان البنات كلها بقت تافهه وغير ناضجة,0
هو الحاصل شنو في الدنيا مع كمية الإلحاد الحايم حولنا دا ؟؟؟,1
“داعش“ فخامة الاسم تكفي,1
يا انت سمج اوي وشخصيتك ملزقه ابعد عني,0
اذا عندك كلب اربطه,0
ما اتوقعك عامري الله يعز العوامر عنك .. اتوقعك بنجالي ولا باكستاني مجنس من خلايا وذباب دحلان 😷 ..,1
لاتنقهر ياصاحبي هي الأيام وستدور على كل أدوات إيران في المنطقة العربية فالعرب الذين شرفهم الله بلغة القرآن لن يستكينوا لفارسي…,1
بالنسبة الي لما ادخن بشوفها عادية بس اذا حدا ثاني دخن ما بتحملها,0
علاقة طردية مع عدد ساعات الصيام,0
الازهر دول كلهم منافقين ومتعصبين بيعرفوا بس يخبو التعصب قدام الناس,0
بكسمك حيحانه اوي تعالي اريحك,0
هما السعودين بيلعبوا بجد عشان ضدهم كفره زي المسيحيين و اليهود,0
وزير النقل اليمني يفضح دور الإمارات في الإضرار باليمن وأهله، عن طريق منع مشاريع التنمية ودعم الجماعات والميليشيات الإرهابية، فضحنا الله لا يعافيه 😡 URL,1
حزينة فضعيفة ثم أقوى مما سبق..,0
انا شربت قبلك من نفس الكأس,0
ضيوف جايين و ضيوف رايحيين ،، هاي المره عادي لانه الامتحانات خلصت بالنسبه الي,0
اولا تونس بلد مثقف بلد المليون قحبة والسقاطة والعاهرة والقذارة والنجاسه عاهرة,1
الجيش بدو يدعس راسك وراس كل اللي متلك للي بكبو فتن,1
تفه ما أبشعك�,1
لا وبيجيك واحد بتزانخ عليك وانت ب اقصى حالات النرفزة ، يا اخي تباً لك,0
لو بتعرفي معنى الشرف ما بنزعل بس انتي وحدي بلا كرامة وبلا اخلاق شرفك كم دولار اميركي من اتباعك يلي انتي عندهن عبدي كالمرتزقة,1
"حدثني عن ذاتك المختبئة في ذاتي,المنعجنة بأجزائي ,لألمس منها وفيهاأشلاء ذاتي المبعثرة, وشتات روحي الغائبة في حضرة غيابك",0
"مثلي مثل غيري مزاجي و حساس مَ هو ضروري مثل مَ أصبحت أمسي أحيان أشعر ب إرتياح مع الناس وأحيان مالي خلق حتى ل نفسي""",0
